Kmstand;FzgMarke;Modell;Kraftstoff_diesel;Getriebe;Angebotsart;Preis;Leistung;Baujahr;Anzahl verkaufte Autos;
170390;Citroen;C4;Gasoline;Manual;Used;3.000,00 €;95;2012;;
133500;Opel;Corsa;Gasoline;Manual;Used;3.000,00 €;86;2011;;
96874;Suzuki;Alto;Gasoline;Manual;Used;3.000,00 €;68;2012;;
115447;Mitsubishi;Space Star;Gasoline;Manual;Used;3.000,00 €;71;2015;;
119000;Fiat;Panda;Gasoline;Manual;Used;3.000,00 €;69;2012;;
75000;Renault;Twingo;Gasoline;Manual;Used;3.000,00 €;75;2013;;
52753;Lada;Vesta;Gasoline;Unbekannt;Used;8.000,00 €;106;2017;;
159000;Renault;Twingo;Gasoline;Manual;Used;3.000,00 €;75;2013;;
119500;Peugeot;107;Gasoline;Manual;Used;3.000,00 €;68;2013;;
174600;Opel;Corsa;Gasoline;Manual;Used;3.000,00 €;69;2013;;
211000;Opel;Corsa;Gasoline;Manual;Used;3.000,00 €;69;2011;;
149000;Renault;Twingo;Gasoline;Manual;Used;3.000,00 €;75;2011;;
127185;SEAT;Ibiza;Gasoline;Manual;Used;3.000,00 €;60;2011;;
129000;Fiat;Punto Evo;Diesel;Manual;Used;3.000,00 €;75;2011;;
242000;Opel;Insignia;Diesel;Manual;Used;3.000,00 €;140;2014;;
125000;Daihatsu;Cuore;Gasoline;Manual;Used;3.000,00 €;69;2011;;
118000;smart;forTwo;Gasoline;Semi-automatic;Used;3.000,00 €;71;2011;;
123000;Fiat;Panda;Gasoline;Manual;Used;3.000,00 €;69;2011;;
147000;Peugeot;207;Gasoline;Manual;Used;3.000,00 €;95;2011;;
111000;Citroen;C1;Gasoline;Manual;Used;3.000,00 €;69;2016;;
208000;Volkswagen;up!;CNG;Manual;Used;3.000,00 €;68;2014;;
104655;Nissan;Micra;Gasoline;Manual;Used;3.050,00 €;80;2011;;
152000;Opel;Corsa;Gasoline;Manual;Used;3.090,00 €;87;2011;;
155000;Peugeot;206;Diesel;Manual;Used;3.100,00 €;68;2012;;
3500;Others;;Electric;Manual;Used;5.500,00 €;38;2018;;
81000;Hyundai;i10;Gasoline;Manual;Used;3.100,00 €;69;2012;;
129000;Fiat;Punto Evo;Gasoline;Manual;Used;3.100,00 €;69;2014;;
126000;Peugeot;207;Gasoline;Manual;Used;3.100,00 €;95;2011;;
102000;Citroen;C1;Gasoline;Manual;Used;3.100,00 €;68;2011;;
103000;Renault;Clio;Gasoline;Manual;Used;3.100,00 €;75;2011;;
168000;Opel;Corsa;Gasoline;Manual;Used;3.100,00 €;87;2012;;
182000;Mazda;2;Gasoline;Manual;Used;3.110,00 €;84;2011;;
199340;Renault;Grand Scenic;Diesel;Manual;Used;3.150,00 €;131;2011;;
174028;Alfa;Romeo MiTo;Gasoline;Manual;Used;3.150,00 €;135;2012;;
235591;Volkswagen;Golf;Diesel;Automatic;Used;3.150,00 €;105;2011;;
210000;Peugeot;308;Diesel;Manual;Used;3.150,00 €;111;2012;;
115850;Hyundai;i10;Gasoline;Manual;Used;3.150,00 €;69;2012;;
156500;Skoda;Fabia;Gasoline;Manual;Used;3.150,00 €;69;2011;;
228000;Opel;Astra;Diesel;Manual;Used;3.150,00 €;109;2012;;
136000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.150,00 €;69;2011;;
78650;Renault;Clio;Gasoline;Manual;Used;3.190,00 €;75;2011;;
206500;Kia;Ceed SW / cee'd SW;Diesel;Manual;Used;3.190,00 €;116;2011;;
112000;Citroen;C1;Gasoline;Manual;Used;3.190,00 €;68;2011;;
169000;Renault;Twingo;Diesel;Manual;Used;3.199,00 €;86;2013;;
88620;Ford;Ka/Ka+;Gasoline;Manual;Used;3.199,00 €;69;2013;;
164121;Chevrolet;Aveo;Gasoline;Manual;Used;3.199,00 €;101;2011;;
112789;Peugeot;206;Gasoline;Manual;Used;3.199,00 €;60;2012;;
119000;Renault;Twingo;Gasoline;Manual;Used;3.199,00 €;75;2011;;
110000;Renault;Twingo;Gasoline;Manual;Used;3.199,00 €;75;2011;;
146900;Fiat;Punto Evo;Gasoline;Manual;Used;3.199,00 €;68;2011;;
78000;Volkswagen;Fox;Gasoline;Manual;Used;3.199,00 €;60;2011;;
170000;Ford;Transit Connect;Diesel;Manual;Used;3.200,00 €;90;2012;;
151821;Ford;Focus;Diesel;Manual;Used;3.200,00 €;109;2011;;
277400;Ford;Mondeo;Diesel;Manual;Used;3.200,00 €;116;2012;;
123500;Renault;Clio;Gasoline;Manual;Used;3.200,00 €;75;2011;;
90000;Fiat;Punto Evo;Gasoline;Manual;Used;3.200,00 €;68;2011;;
168000;Fiat;Bravo;Gasoline;Manual;Used;3.200,00 €;90;2013;;
90248;Renault;Twingo;Gasoline;Manual;Used;3.200,00 €;75;2011;;
186571;Opel;Corsa;Gasoline;Manual;Used;3.200,00 €;87;2011;;
124721;Renault;Twingo;Gasoline;Manual;Used;3.200,00 €;75;2012;;
86500;Chevrolet;Aveo;Gasoline;Manual;Used;3.200,00 €;101;2011;;
118704;Volkswagen;up!;Gasoline;Manual;Used;3.200,00 €;60;2011;;
100000;Fiat;Grande Punto;Gasoline;Manual;Used;3.200,00 €;77;2011;;
134000;Lancia;MUSA;Gasoline;Manual;Used;3.200,00 €;95;2011;;
226000;SEAT;Ibiza;Diesel;Manual;Used;3.200,00 €;75;2011;;
142000;Renault;Clio;Gasoline;Manual;Used;3.200,00 €;75;2011;;
143000;Toyota;Yaris;Gasoline;Manual;Used;3.200,00 €;69;2011;;
159000;Honda;Jazz;Gasoline;Manual;Used;3.200,00 €;90;2011;;
165000;Peugeot;207;LPG;Manual;Used;3.200,00 €;95;2011;;
164000;Mitsubishi;Colt;Gasoline;Manual;Used;3.200,00 €;75;2011;;
234500;Opel;Corsa;Diesel;Manual;Used;3.200,00 €;75;2012;;
154418;SEAT;Mii;Gasoline;Manual;Used;3.200,00 €;60;2012;;
141000;Peugeot;206;Gasoline;Manual;Used;3.240,00 €;73;2011;;
53998;Citroen;C1;Gasoline;Manual;Used;3.245,00 €;68;2011;;
95000;Nissan;Pixo;Gasoline;Manual;Used;3.250,00 €;68;2011;;
123000;Peugeot;107;Gasoline;Manual;Used;3.250,00 €;68;2011;;
145000;Renault;Twingo;Gasoline;Manual;Used;3.250,00 €;75;2012;;
147000;Citroen;Jumpy;Diesel;Manual;Used;3.250,00 €;128;2011;;
130000;Peugeot;206;Gasoline;Manual;Used;3.250,00 €;60;2012;;
145000;Peugeot;207;Gasoline;Manual;Used;3.250,00 €;95;2011;;
101000;Renault;Twingo;Gasoline;Manual;Used;3.250,00 €;75;2011;;
141489;Nissan;Micra;Gasoline;Manual;Used;3.250,00 €;80;2011;;
50000;Renault;Twizy;Electric;Automatic;Used;3.250,00 €;12;2016;;
95500;Renault;Clio;Gasoline;Manual;Used;3.250,00 €;75;2011;;
195000;Skoda;Fabia;Gasoline;Manual;Used;3.250,00 €;86;2011;;
194376;Skoda;Fabia;Diesel;Manual;Used;3.250,00 €;90;2012;;
108600;Renault;Twingo;Gasoline;Manual;Used;3.250,00 €;75;2013;;
117500;Renault;Twingo;Gasoline;Manual;Used;3.250,00 €;75;2013;;
88450;Suzuki;Alto;Gasoline;Manual;Used;3.280,00 €;68;2011;;
85700;Peugeot;107;Gasoline;Manual;Used;3.280,00 €;68;2014;;
133690;SEAT;Mii;Gasoline;Manual;Used;3.290,00 €;60;2012;;
212466;Renault;Megane;Diesel;Manual;Used;3.290,00 €;106;2011;;
183000;Peugeot;207;Diesel;Manual;Used;3.290,00 €;92;2011;;
151643;Renault;Twingo;Gasoline;Manual;Used;3.290,00 €;75;2012;;
113685;Citroen;C1;Gasoline;Manual;Used;3.290,00 €;68;2013;;
178000;Peugeot;308;Diesel;Manual;Used;3.290,00 €;111;2011;;
106122;Fiat;Punto;Gasoline;Manual;Used;3.290,00 €;69;2011;;
100000;smart;forTwo;Gasoline;Automatic;Used;3.290,00 €;61;2012;;
56000;Chevrolet;Spark;Gasoline;Manual;Used;3.290,00 €;68;2012;;
134600;Chevrolet;Aveo;Gasoline;Manual;Used;3.290,00 €;86;2011;;
116646;SEAT;Mii;Gasoline;Manual;Used;3.290,00 €;60;2012;;
171000;Opel;Zafira Tourer;Diesel;Automatic;Used;3.299,00 €;131;2016;;
77713;Chevrolet;Spark;Gasoline;Manual;Used;3.299,00 €;68;2011;;
84000;Hyundai;i10;Gasoline;Manual;Used;3.299,00 €;69;2011;;
58000;Fiat;Panda;Gasoline;Manual;Used;3.299,00 €;69;2012;;
129000;Hyundai;i10;Gasoline;Manual;Used;3.299,00 €;69;2011;;
102850;Chevrolet;Spark;Gasoline;Manual;Used;3.299,00 €;68;2014;;
180000;Suzuki;Swift;Gasoline;Manual;Used;3.299,00 €;94;2011;;
110000;Renault;Wind;Gasoline;Manual;Used;3.299,00 €;102;2012;;
105200;Peugeot;107;Gasoline;Manual;Used;3.300,00 €;68;2013;;
189000;Hyundai;i30;Diesel;Manual;Used;3.300,00 €;90;2011;;
62620;Ford;Ka/Ka+;Gasoline;Manual;Used;3.300,00 €;69;2011;;
94000;Toyota;Aygo;Gasoline;Manual;Used;3.300,00 €;68;2011;;
111727;Suzuki;Alto;Gasoline;Manual;Used;3.300,00 €;68;2011;;
100000;Hyundai;i20;Gasoline;Manual;Used;3.300,00 €;77;2011;;
106205;Peugeot;107;Gasoline;Manual;Used;3.300,00 €;68;2012;;
211000;Skoda;Octavia;Gasoline;Manual;Used;3.300,00 €;105;2012;;
119595;Renault;Twingo;Gasoline;Manual;Used;3.300,00 €;75;2012;;
91000;Renault;Twingo;Gasoline;Manual;Used;3.300,00 €;75;2014;;
92000;Renault;Twingo;Gasoline;Manual;Used;3.300,00 €;75;2014;;
120000;Peugeot;206;Gasoline;Manual;Used;3.300,00 €;75;2011;;
191000;Skoda;Roomster;Gasoline;Manual;Used;3.300,00 €;105;2011;;
130000;Renault;Twingo;Gasoline;Manual;Used;3.300,00 €;75;2011;;
123500;Peugeot;107;Gasoline;Manual;Used;3.300,00 €;68;2011;;
172000;Skoda;Roomster;Diesel;Manual;Used;3.300,00 €;75;2011;;
228000;Opel;Astra;Diesel;Manual;Used;3.300,00 €;110;2012;;
135740;Nissan;Micra;Gasoline;Manual;Used;3.300,00 €;80;2012;;
140000;smart;forTwo;Gasoline;Automatic;Used;3.300,00 €;71;2012;;
64800;Volkswagen;Fox;Gasoline;Manual;Used;3.300,00 €;60;2011;;
293000;Opel;Astra;Diesel;Manual;Used;3.300,00 €;160;2011;;
100000;Chevrolet;Spark;Gasoline;Manual;Used;3.300,00 €;68;2012;;
143000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.300,00 €;69;2012;;
129930;Fiat;Punto Evo;Gasoline;Manual;Used;3.300,00 €;77;2011;;
148200;Skoda;Fabia;Gasoline;Manual;Used;3.300,00 €;60;2011;;
95000;Renault;Twingo;Gasoline;Manual;Used;3.300,00 €;75;2011;;
100000;Kia;Carens;Diesel;Manual;Used;3.300,00 €;128;2011;;
66000;Renault;ZOE;Electric;Automatic;Used;3.300,00 €;88;2013;;
206009;Volkswagen;Polo;Diesel;Manual;Used;3.303,00 €;75;2011;;
119000;Skoda;Citigo;Gasoline;Manual;Used;3.333,00 €;60;2013;;
85000;Peugeot;206;Gasoline;Manual;Used;3.333,00 €;73;2011;;
167938;Volkswagen;up!;Gasoline;Manual;Used;3.333,00 €;60;2012;;
36018;Mitsubishi;Space Star;Gasoline;Manual;Used;6.222,00 €;;2015;;
138562;Renault;Trafic;Unbekannt;Manual;Used;3.333,00 €;90;2013;;
100000;Fiat;Panda;Gasoline;Manual;Used;3.340,00 €;69;2012;;
104000;Fiat;Punto Evo;Gasoline;Manual;Used;3.350,00 €;68;2013;;
267000;Hyundai;iX20;Diesel;Manual;Used;3.350,00 €;90;2011;;
73500;Renault;Clio;Gasoline;Manual;Used;3.350,00 €;58;2011;;
93427;Renault;Twingo;Gasoline;Manual;Used;3.350,00 €;58;2011;;
76000;Peugeot;107;Gasoline;Manual;Used;3.350,00 €;68;2012;;
100000;Suzuki;Alto;Gasoline;Manual;Used;3.350,00 €;68;2011;;
169000;Nissan;Micra;Gasoline;Manual;Used;3.350,00 €;80;2011;;
191000;Skoda;Fabia;Diesel;Manual;Used;3.350,00 €;90;2013;;
112299;Renault;Clio;Gasoline;Manual;Used;3.380,00 €;75;2011;;
68530;Chevrolet;Spark;Gasoline;Manual;Used;3.380,00 €;68;2011;;
122000;Fiat;Punto;Gasoline;Manual;Used;3.380,00 €;69;2012;;
91000;Suzuki;Alto;Gasoline;Manual;Used;3.390,00 €;68;2011;;
83700;Hyundai;i10;Gasoline;Manual;Used;3.390,00 €;69;2011;;
91948;Chevrolet;Spark;Gasoline;Manual;Used;3.390,00 €;82;2011;;
150000;Fiat;Punto;Gasoline;Manual;Used;3.390,00 €;69;2011;;
178000;Hyundai;H-1;Diesel;Manual;Used;3.390,00 €;170;2012;;
82400;Renault;Twingo;Gasoline;Manual;Used;3.390,00 €;75;2013;;
114569;Kia;Picanto;Gasoline;Manual;Used;3.390,00 €;65;2011;;
128000;Fiat;Punto Evo;Gasoline;Manual;Used;3.390,00 €;69;2011;;
268999;Mercedes-Benz;A 180;Diesel;Manual;Used;3.390,00 €;109;2011;;
292000;Hyundai;i30;Diesel;Manual;Used;3.390,00 €;90;2011;;
51600;Renault;Twingo;Gasoline;Manual;Used;3.390,00 €;69;2016;;
200190;Volkswagen;Polo;Diesel;Manual;Used;3.399,00 €;75;2011;;
94064;Renault;Clio;Gasoline;Manual;Used;3.399,00 €;75;2012;;
130000;Dacia;Sandero;Gasoline;Manual;Used;3.399,00 €;75;2015;;
150000;Peugeot;206;Diesel;Manual;Used;3.399,00 €;68;2012;;
117000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.399,00 €;69;2012;;
228000;Mercedes-Benz;A 180;Diesel;Manual;Used;3.399,00 €;109;2011;;
115000;Fiat;Punto Evo;Gasoline;Manual;Used;3.399,00 €;105;2011;;
216000;Opel;Meriva;Diesel;Manual;Used;3.399,00 €;110;2011;;
151000;Toyota;Aygo;Gasoline;Manual;Used;3.400,00 €;68;2013;;
111424;Skoda;Fabia;Gasoline;Manual;Used;3.400,00 €;69;2011;;
150000;Dacia;Sandero;Gasoline;Manual;Used;3.400,00 €;75;2014;;
126000;Opel;Corsa;Gasoline;Manual;Used;3.400,00 €;69;2011;;
83800;Chevrolet;Spark;Gasoline;Manual;Used;3.400,00 €;82;2011;;
118000;Renault;Megane;LPG;Manual;Used;3.400,00 €;110;2011;;
100150;Renault;Twingo;Gasoline;Manual;Used;3.400,00 €;75;2014;;
256000;Opel;Astra;Diesel;Manual;Used;3.400,00 €;110;2011;;
131447;Opel;Corsa;Gasoline;Manual;Used;3.400,00 €;69;2011;;
125343;Fiat;Linea;Gasoline;Manual;Used;3.400,00 €;77;2012;;
72820;Renault;Twingo;Gasoline;Manual;Used;3.400,00 €;75;2013;;
95000;Renault;Clio;Gasoline;Manual;Used;3.400,00 €;75;2012;;
307000;Volkswagen;Caddy;Diesel;Manual;Used;3.400,00 €;75;2012;;
102000;Toyota;Aygo;Gasoline;Manual;Used;3.400,00 €;68;2011;;
135000;Opel;Corsa;Gasoline;Manual;Used;3.400,00 €;87;2011;;
125000;smart;forTwo;Gasoline;Semi-automatic;Used;3.400,00 €;61;2011;;
135628;Peugeot;207;Gasoline;Manual;Used;3.400,00 €;156;2011;;
121000;Ford;Fusion;Gasoline;Manual;Used;3.400,00 €;80;2011;;
155778;Volkswagen;Fox;Gasoline;Manual;Used;3.400,00 €;60;2011;;
89570;Chevrolet;Aveo;Gasoline;Manual;Used;3.400,00 €;84;2011;;
170000;SEAT;Ibiza;Diesel;Manual;Used;3.410,00 €;75;2011;;
148545;Volkswagen;up!;CNG;Manual;Used;3.436,00 €;68;2016;;
149000;Toyota;Aygo;Gasoline;Manual;Used;3.449,00 €;68;2012;;
182130;Ford;Ka/Ka+;Gasoline;Manual;Used;3.449,00 €;69;2016;;
66000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.450,00 €;69;2012;;
98000;Fiat;Panda;Gasoline;Manual;Used;3.450,00 €;69;2014;;
107000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.450,00 €;69;2012;;
259505;Ford;Transit Connect;Diesel;Manual;Used;3.450,00 €;75;2012;;
148000;Renault;Twingo;Gasoline;Manual;Used;3.450,00 €;75;2014;;
65100;Dacia;Sandero;Gasoline;Manual;Used;3.450,00 €;75;2013;;
147835;Ford;Ka/Ka+;Gasoline;Manual;Used;3.450,00 €;69;2014;;
198000;Opel;Corsa;Gasoline;Manual;Used;3.450,00 €;86;2012;;
210000;Dacia;Lodgy;Gasoline;Manual;Used;3.450,00 €;83;2012;;
49000;Renault;Twingo;Gasoline;Manual;Used;3.450,00 €;75;2011;;
11700;Hyundai;i10;Gasoline;Manual;Used;3.450,00 €;69;2011;;
222500;Ford;Focus;Diesel;Manual;Used;3.450,00 €;109;2011;;
92000;Volkswagen;Fox;Gasoline;Manual;Used;3.450,00 €;60;2011;;
124690;Opel;Corsa;Gasoline;Manual;Used;3.450,00 €;87;2011;;
125000;Renault;Twingo;Gasoline;Manual;Used;3.450,00 €;75;2011;;
182000;Hyundai;i10;Gasoline;Manual;Used;3.450,00 €;69;2015;;
182000;Hyundai;i10;LPG;Manual;Used;3.450,00 €;69;2015;;
61000;Chevrolet;Spark;Gasoline;Manual;Used;3.450,00 €;68;2011;;
128000;Opel;Corsa;Gasoline;Manual;Used;3.450,00 €;69;2011;;
247000;SEAT;Altea;Diesel;Manual;Used;3.450,00 €;105;2011;;
97000;Renault;Clio;Gasoline;Manual;Used;3.450,00 €;75;2011;;
172300;Hyundai;H-1;Diesel;Manual;Used;3.450,00 €;136;2012;;
165950;Volkswagen;up!;CNG;Manual;Used;3.450,00 €;68;2014;;
165690;Volkswagen;up!;Gasoline;Manual;Used;3.450,00 €;68;2014;;
253480;Opel;Meriva;Diesel;Manual;Used;3.450,00 €;95;2014;;
175000;Hyundai;i10;LPG;Manual;Used;3.451,00 €;69;2015;;
175000;Hyundai;i10;Gasoline;Manual;Used;3.451,00 €;69;2015;;
132000;Fiat;Panda;Gasoline;Manual;Used;3.470,00 €;69;2012;;
167023;SEAT;Mii;Gasoline;Manual;Used;3.470,00 €;60;2013;;
96239;Ford;Ka/Ka+;Gasoline;Manual;Used;3.479,00 €;69;2011;;
82400;Dacia;Sandero;Gasoline;Manual;Used;3.480,00 €;75;2011;;
121355;Opel;Corsa;Gasoline;Manual;Used;3.480,00 €;101;2011;;
121500;Toyota;Aygo;Gasoline;Manual;Used;3.480,00 €;68;2012;;
107900;Fiat;Panda;Gasoline;Manual;Used;3.480,00 €;69;2011;;
90492;Renault;Clio;Gasoline;Manual;Used;3.480,00 €;75;2012;;
136063;Mitsubishi;Space Star;Gasoline;Manual;Used;3.489,00 €;71;2014;;
83000;Chevrolet;Spark;Gasoline;Manual;Used;3.490,00 €;68;2011;;
142000;Fiat;Grande Punto;Gasoline;Manual;Used;3.490,00 €;69;2011;;
93000;Renault;Clio;Gasoline;Manual;Used;3.490,00 €;75;2011;;
111000;Peugeot;206;Gasoline;Manual;Used;3.490,00 €;73;2012;;
95532;Nissan;Pixo;Gasoline;Manual;Used;3.490,00 €;68;2012;;
105973;Peugeot;107;Gasoline;Manual;Used;3.490,00 €;68;2012;;
239448;Mercedes-Benz;A 180;Diesel;Manual;Used;3.490,00 €;109;2011;;
61000;Chevrolet;Spark;Gasoline;Manual;Used;3.490,00 €;68;2011;;
188000;Renault;Clio;Diesel;Manual;Used;3.490,00 €;88;2011;;
146000;SEAT;Mii;Gasoline;Manual;Used;3.490,00 €;60;2012;;
186000;SEAT;Mii;Gasoline;Manual;Used;3.490,00 €;60;2012;;
126200;Opel;Corsa;Gasoline;Manual;Used;3.490,00 €;69;2011;;
178951;Skoda;Fabia;Diesel;Manual;Used;3.490,00 €;75;2012;;
131000;Hyundai;i20;Gasoline;Manual;Used;3.490,00 €;77;2012;;
97000;Renault;Twingo;Gasoline;Manual;Used;3.490,00 €;75;2012;;
111658;Toyota;Aygo;Gasoline;Manual;Used;3.490,00 €;68;2013;;
98000;Suzuki;Splash;Gasoline;Manual;Used;3.490,00 €;68;2013;;
105123;Mitsubishi;Space Star;Gasoline;Manual;Used;3.490,00 €;71;2014;;
150000;Skoda;Citigo;Gasoline;Manual;Used;3.490,00 €;60;2014;;
142000;Mercedes-Benz;E 200;Diesel;Automatic;Used;3.490,00 €;136;2013;;
155600;Renault;Clio;Diesel;Manual;Used;3.490,00 €;68;2012;;
120000;Skoda;Fabia;Gasoline;Manual;Used;3.490,00 €;60;2012;;
116233;Renault;Twingo;Gasoline;Manual;Used;3.490,00 €;75;2014;;
114000;Renault;Clio;Gasoline;Manual;Used;3.490,00 €;75;2012;;
117000;Hyundai;i30;Diesel;Manual;Used;3.490,00 €;90;2012;;
49900;Chevrolet;Spark;Gasoline;Manual;Used;3.490,00 €;68;2012;;
45000;Fiat;Panda;Gasoline;Manual;Used;3.490,00 €;69;2012;;
90000;Nissan;Pixo;Gasoline;Manual;Used;3.490,00 €;68;2012;;
111600;Renault;Twingo;Gasoline;Manual;Used;3.490,00 €;75;2011;;
137000;SEAT;Ibiza;Diesel;Manual;Used;3.490,00 €;90;2011;;
72000;Renault;Clio;Gasoline;Manual;Used;3.490,00 €;75;2011;;
99000;Hyundai;i10;Gasoline;Manual;Used;3.490,00 €;69;2012;;
100000;Toyota;Aygo;Gasoline;Manual;Used;3.490,00 €;68;2012;;
46850;Suzuki;Alto;Gasoline;Unbekannt;Used;3.999,00 €;68;2011;;
266000;Nissan;Note;Diesel;Manual;Used;3.490,00 €;90;2012;;
148467;Renault;Scenic;LPG;Automatic;Used;3.490,00 €;140;2011;;
49099;Suzuki;Splash;Gasoline;Manual;Used;3.490,00 €;65;2011;;
131900;Opel;Corsa;Gasoline;Manual;Used;3.490,00 €;69;2011;;
75535;Hyundai;i20;Gasoline;Manual;Used;3.490,00 €;77;2011;;
245000;Renault;Megane;Diesel;Automatic;Used;3.490,00 €;150;2011;;
74977;Fiat;Panda;Gasoline;Manual;Used;3.490,00 €;69;2011;;
87190;Fiat;Panda;Gasoline;Manual;Used;3.490,00 €;69;2011;;
148406;Mitsubishi;Colt;Gasoline;Manual;Used;3.490,00 €;95;2011;;
95000;Opel;Corsa;Gasoline;Manual;Used;3.490,00 €;69;2012;;
67312;Hyundai;i10;Gasoline;Manual;Used;3.490,00 €;69;2012;;
105237;Peugeot;206;Gasoline;Manual;Used;3.490,00 €;60;2012;;
100000;Chevrolet;Spark;Gasoline;Manual;Used;3.490,00 €;82;2012;;
75000;Renault;Clio;Gasoline;Manual;Used;3.490,00 €;75;2012;;
169400;Mitsubishi;Colt;Gasoline;Manual;Used;3.490,00 €;95;2013;;
124466;Renault;Twingo;Gasoline;Manual;Used;3.490,00 €;75;2013;;
183619;Fiat;Punto;Gasoline;Manual;Used;3.490,00 €;69;2014;;
82149;Hyundai;i10;Gasoline;Manual;Used;3.498,00 €;69;2011;;
147600;Ford;Focus;Gasoline;Manual;Used;3.499,00 €;125;2012;;
196419;Opel;Astra;Diesel;Manual;Used;3.499,00 €;125;2011;;
90879;Fiat;Panda;Gasoline;Manual;Used;3.499,00 €;69;2011;;
100000;Toyota;Aygo;Gasoline;Manual;Used;3.499,00 €;68;2011;;
106264;Renault;Twingo;Gasoline;Manual;Used;3.499,00 €;75;2012;;
136715;Ford;Ka/Ka+;Gasoline;Manual;Used;3.499,00 €;69;2013;;
96000;Hyundai;i10;Gasoline;Manual;Used;3.499,00 €;69;2013;;
124998;Ford;Ka/Ka+;Gasoline;Manual;Used;3.499,00 €;69;2012;;
177500;smart;forTwo;Gasoline;Manual;Used;3.499,00 €;84;2013;;
121000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.499,00 €;69;2013;;
194607;Hyundai;i30;Diesel;Manual;Used;3.499,00 €;90;2011;;
129000;Toyota;Yaris;Gasoline;Manual;Used;3.499,00 €;69;2011;;
115000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.499,00 €;69;2012;;
149000;Hyundai;i20;Gasoline;Manual;Used;3.499,00 €;77;2012;;
78905;Peugeot;107;Gasoline;Manual;Used;3.499,00 €;68;2012;;
95000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.499,00 €;69;2011;;
168999;Opel;Corsa;Gasoline;Manual;Used;3.499,00 €;87;2011;;
221851;Mercedes-Benz;A 180;Diesel;Manual;Used;3.499,00 €;109;2011;;
104000;Nissan;Micra;Gasoline;Manual;Used;3.499,00 €;80;2011;;
81000;Opel;Corsa;Gasoline;Manual;Used;3.499,00 €;69;2011;;
91000;Toyota;Aygo;Gasoline;Manual;Used;3.499,00 €;68;2011;;
180000;Opel;Meriva;Gasoline;Manual;Used;3.499,00 €;120;2011;;
131000;Opel;Corsa;Gasoline;Manual;Used;3.499,00 €;69;2011;;
209000;Dacia;Sandero;Diesel;Manual;Used;3.499,00 €;88;2011;;
100000;Skoda;Fabia;Gasoline;Manual;Used;3.499,00 €;60;2011;;
147000;Hyundai;i30;Gasoline;Manual;Used;3.499,00 €;109;2011;;
165796;Fiat;Punto Evo;Gasoline;Manual;Used;3.499,00 €;69;2011;;
123000;Skoda;Fabia;Gasoline;Manual;Used;3.499,00 €;60;2012;;
142000;Renault;Twingo;Gasoline;Manual;Used;3.499,00 €;75;2013;;
173000;Ford;Fiesta;Diesel;Manual;Used;3.500,00 €;75;2017;;
85655;Renault;Twingo;Gasoline;Manual;Used;3.500,00 €;75;2012;;
118000;Opel;Corsa;Gasoline;Manual;Used;3.500,00 €;69;2011;;
194000;Dacia;Logan;Gasoline;Manual;Used;3.500,00 €;84;2011;;
103115;Skoda;Fabia;Gasoline;Manual;Used;3.500,00 €;60;2011;;
152000;SEAT;Leon;Gasoline;Manual;Used;3.500,00 €;105;2012;;
98700;Skoda;Citigo;Gasoline;Manual;Used;3.500,00 €;60;2014;;
84000;Nissan;Pixo;Gasoline;Manual;Used;3.500,00 €;68;2011;;
131000;Ford;Focus;Diesel;Manual;Used;3.500,00 €;109;2011;;
226000;Renault;Espace;Diesel;Manual;Used;3.500,00 €;150;2011;;
206000;Citroen;C4;Gasoline;Manual;Used;3.500,00 €;95;2013;;
306000;Volkswagen;Caddy;Diesel;Manual;Used;3.500,00 €;102;2013;;
106000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.500,00 €;69;2013;;
236000;Chevrolet;Orlando;Diesel;Manual;Used;3.500,00 €;163;2011;;
79099;Ford;Ka/Ka+;Gasoline;Manual;Used;3.500,00 €;69;2011;;
104457;Ford;Ka/Ka+;Gasoline;Manual;Used;3.500,00 €;69;2012;;
160000;Skoda;Roomster;Gasoline;Manual;Used;3.500,00 €;86;2012;;
103000;Skoda;Citigo;Gasoline;Manual;Used;3.500,00 €;60;2014;;
112241;Renault;Clio;Gasoline;Manual;Used;3.500,00 €;75;2012;;
198000;Opel;Astra;Gasoline;Manual;Used;3.500,00 €;140;2012;;
99999;Kia;Picanto;Gasoline;Manual;Used;3.500,00 €;69;2012;;
189320;Ford;Fiesta;Gasoline;Manual;Used;3.500,00 €;82;2012;;
56000;Chevrolet;Spark;Gasoline;Manual;Used;3.500,00 €;68;2013;;
92000;Renault;Twingo;Gasoline;Manual;Used;3.500,00 €;75;2013;;
90000;Ford;Ka/Ka+;Gasoline;Manual;Used;3.500,00 €;69;2014;;
158500;Opel;Corsa;Diesel;Manual;Used;3.500,00 €;75;2011;;
102400;Nissan;Micra;Gasoline;Manual;Used;3.500,00 €;80;2011;;
89000;Renault;Twingo;Gasoline;Manual;Used;3.500,00 €;75;2011;;
